medistat -3041.970459 113.918510 -1615.657104 0.000000 -75.000000 0.000000 0.202902 -0.101451 0.973929 0.000000 0.000000 0.000000
mgturret -3154.972168 325.736633 -1530.792114 0.000000 108.000000 0.000000 0.310797 -0.184536 0.932390 0.000000 0.000007 0.000000
mgturret -3219.694824 137.869171 -1542.656616 0.000000 -154.000000 0.000000 0.347425 -0.144760 0.926467 0.000000 0.000000 0.000000
mgturret -3119.456299 20.534241 -1593.758667 0.000000 -168.000000 0.000000 0.000000 -0.154377 0.988012 0.000000 0.000000 0.000000
mgturret -2560.026855 236.626892 -1579.875000 0.000000 46.000000 0.000000 0.000000 0.000000 1.000000 0.000000 180.000000 0.000000
mgturret -2577.019043 137.970734 -1581.019531 0.000000 -52.000000 0.000000 -0.141421 0.000000 0.989949 0.000000 180.000000 0.000000
rocketpod -2720.787598 141.309845 -1417.130737 0.000000 60.000000 0.000000 -0.316228 0.000000 0.948683 0.000000 180.000000 0.000000
rocketpod -3271.113281 93.706497 -1537.852051 0.000000 74.000000 0.000000 0.000000 -0.174370 0.984680 0.000001 -0.000003 0.000000
telenode -2932.984863 127.228508 -1627.176880 0.000000 -15.000000 0.000000 0.103159 -0.092843 0.990322 0.000000 0.000000 0.000000
mgturret -3420.614014 174.614441 -1470.330078 0.000000 77.000000 0.000000 0.000000 -0.316228 0.948683 0.000000 0.000014 0.000000
drill -2923.492432 -5.318520 -1622.885620 0.000000 57.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
rocketpod -3147.541992 235.439957 -1550.853027 0.000000 109.000000 0.000000 0.311341 -0.175129 0.934022 0.000001 -0.000010 0.000000
drill -2651.272461 1277.601440 -932.070984 0.000000 -22.000000 0.000000 0.041407 -0.103517 0.993765 0.000000 0.000000 0.000000
reactor -2829.808594 230.750214 -1611.875000 0.000000 146.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
overmind 1198.044312 -893.462402 -0.875000 0.000000 -43.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
trapper 1060.731323 -1156.861328 191.641602 0.000000 83.000000 -14.000000 -0.097594 0.908044 0.407347 0.000000 0.000000 0.000000
leech 449.889496 -156.655273 6.447300 0.000000 8.000000 0.000000 0.274721 0.000000 0.961524 0.000000 0.000000 0.000000
leech -635.544373 -128.720673 -5.454102 0.000000 -50.000000 0.000000 -0.274721 0.000000 0.961524 0.000000 0.000000 0.000000
hive 65.612183 -146.195816 80.125000 0.000000 73.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
hive -202.871124 -146.354279 80.125000 0.000000 81.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
trapper 1046.712769 1003.451904 -243.268616 0.000000 -63.000000 46.000000 -0.540268 -0.607042 0.582761 0.000000 0.000000 0.000000
trapper 1020.659058 293.337677 -312.603088 0.000000 60.000000 -35.000000 -0.229416 0.688247 0.688247 0.000000 0.000000 0.000000
trapper 1424.209839 340.308838 411.814667 0.000000 -124.000000 83.000000 -0.475964 -0.036613 -0.878702 0.000000 0.000000 0.000000
trapper 1307.843140 568.833618 456.246124 0.000000 15.000000 -173.000000 -0.413990 -0.112906 -0.903252 0.000000 0.000000 0.000000
hive 1287.496338 370.030945 487.045929 0.000000 12.000000 -177.000000 -0.475964 -0.036613 -0.878702 0.000000 0.000000 0.000000
hive 1203.674072 555.695496 508.049042 0.000000 -21.000000 175.000000 -0.413990 -0.112906 -0.903252 0.000000 0.000000 0.000000
acid_tube 1239.029175 -78.506256 390.597748 0.000000 56.000000 0.000000 -0.485169 -0.143754 0.862523 0.000000 0.000000 0.000000
acid_tube 1147.491821 -171.077835 274.750916 0.000000 67.000000 -5.000000 -0.691479 -0.518609 0.502894 0.000000 0.000000 0.000000
acid_tube 1055.686890 -193.263702 184.949219 0.000000 61.000000 13.000000 -0.351123 -0.360127 0.864304 0.000000 0.000000 0.000000
