acid_tube 844.439392 2774.573486 375.125000 0.000000 175.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
eggpod 972.415833 2588.863770 383.125000 0.000000 -159.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
barricade 779.568787 2774.866699 383.125000 0.000000 177.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
eggpod -412.245605 2830.802979 111.125000 0.000000 -120.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
eggpod 1100.410400 2659.933350 383.125000 0.000000 33.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
reactor 3179.089600 2034.506592 180.125000 0.000000 171.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
overmind -396.548309 2954.362549 111.125000 0.000000 -169.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
medistat 3302.319824 1928.848877 176.125000 0.000000 178.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
arm 3299.686523 1847.371704 187.424988 0.000000 179.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
mgturret 3300.186279 1649.377441 196.125000 0.000000 -154.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
telenode 3378.299316 1598.066040 180.125000 0.000000 -90.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
telenode 3408.615723 2061.770752 180.125000 0.000000 63.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube -269.743530 2837.211426 205.125000 0.000000 178.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
mgturret 3292.966309 1766.137817 196.125000 0.000000 177.000000 0.000000 0.000000 0.000000 1.000000 0.000000 -180.000000 0.000000
mgturret 3299.978271 2207.635986 196.125000 0.000000 -35.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
mgturret 3127.023682 2190.999023 292.125000 0.000000 -130.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
barricade 1194.141968 2729.003174 383.125000 0.000000 89.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
eggpod 150.476929 2261.948486 255.125000 0.000000 -89.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube 1184.416382 2656.780273 383.125000 0.000000 33.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
