eggpod -413.485718 -1273.081421 45.960323 0.000000 179.000000 0.000000 0.316228 0.000000 0.948683 0.000000 0.000000 0.000000
leech 4072.064209 -180.354126 84.125000 0.000000 -91.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
drill 2404.781738 38.275120 79.125000 0.000000 35.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
leech 3365.760742 -552.274597 276.125000 0.000000 -111.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
leech 3383.262451 2103.208740 276.125000 0.000000 94.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
reactor -413.072632 -2925.510498 27.001205 0.000000 -167.000000 0.000000 0.000000 -0.242536 0.970142 0.000000 0.000000 0.000000
leech 3940.000000 1232.000000 84.125000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
leech 2093.947754 1732.011108 279.165771 0.000000 125.000000 0.000000 0.447214 0.000000 0.894427 0.000000 0.000000 0.000000
drill -337.371033 31.890301 31.125000 0.000000 108.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
drill -483.809052 -2974.023926 29.149822 0.000000 -103.000000 0.000000 -0.124035 0.000000 0.992278 0.000000 0.000000 0.000000
eggpod 173.218872 -2419.375732 320.875000 0.000000 2.000000 -180.000000 0.000000 0.000000 -1.000000 0.000000 0.000000 0.000000
telenode -317.953766 -2966.110596 12.125000 0.000000 178.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
hive -145.166397 -2575.875000 81.709595 0.000000 -106.000000 154.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000
leech 438.424835 904.826355 -75.875000 0.000000 -146.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
leech 1187.115234 1081.731201 84.125000 0.000000 156.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
telenode -325.596924 -2789.416260 4.125000 0.000000 -174.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
leech -432.987244 2058.805420 164.125000 0.000000 152.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
arm 31.591000 -2970.892090 11.425003 0.000000 -27.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
medistat 39.730915 -2898.851318 0.125000 0.000000 -1.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
leech -665.539978 871.162476 -83.875000 0.000000 -175.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
